old_path,old_url,language,old_title,old_h1,page_type,migration_action,new_path,new_url,reason,confidence,priority,launch_blocker,search_evidence,commercial_intent,business_relevance,content_quality,fact_risk,final_priority,final_action,legacy_preserve,gsc_supported,review_notes
/en/projects/tanzania-grain-storage-warehouse,https://zhongsai-steelstructure.com/en/projects/tanzania-grain-storage-warehouse,EN,"Grain Storage Warehouse — Dar es Salaam, Tanzania | ZhongSai Steel Structure","Grain Storage Warehouse — Dar es Salaam, Tanzania",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (tanzania-grain-storage-warehouse); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (tanzania-grain-storage-warehouse): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/projects/vietnam-ecommerce-logistics-center,https://zhongsai-steelstructure.com/en/projects/vietnam-ecommerce-logistics-center,EN,"E-commerce Logistics Warehouse with 12m Eave Height in Ho Chi Minh City, Vietnam | ZhongSai Steel St","E-commerce Logistics Warehouse with 12m Eave Height — Ho Chi Minh City, Vietnam",project,GONE_410_CANDIDATE,,,GENERATED_LEGACY_PROJECT: Legacy page was generated content and is not a verified ZhongSai project case. Overseas project (vietnam-ecommerce-logistics-center); V2 currently only has 12 domestic projects. Needs content verification before migration.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,"Overseas project (vietnam-ecommerce-logistics-center): NOT verified as ZhongSai project. Do NOT create V2 page. Requires company confirmation of participation scope. | V2-08C: Confirmed generated content, not real project. Marked GONE_410_CANDIDATE."
/en/shipments,https://zhongsai-steelstructure.com/en/shipments,EN,Steel Structure Shipping Updates | Loading Videos & Photos | ZhongSai Steel,Shipping Updates — Container Loading,other,301_ONE_TO_ONE,/en/export-delivery/,https://zhongsai-steelstructure.com/en/export-delivery/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/en/solutions,https://zhongsai-steelstructure.com/en/solutions,EN,Steel Structure Solutions | Industrial Factory Warehouse Mining Commercial | ZhongSai,Steel Structure Solutions by Industry,solution,MIGRATE_CONTENT,,,Solutions hub; V2 solutions is NOINDEX placeholder. Cannot redirect to placeholder.,HIGH,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Solutions hub: V2 solutions is NOINDEX. Merge to /products/ as closest intent equivalent. Build proper solutions page in 30 days.
/en/steel-building-solutions/agriculture,https://zhongsai-steelstructure.com/en/steel-building-solutions/agriculture,EN,Steel Structure Poultry Farm & Agricultural Buildings | ZhongSai China,Steel Structure Poultry Farm & Agricultural Building Solutions,solution,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-building-solutions/commercial,https://zhongsai-steelstructure.com/en/steel-building-solutions/commercial,EN,"Steel Structure for Commercial Retail | Supermarkets, 4S Shops, Offices | ZhongSai",Steel Structure Solutions for Commercial Retail Buildings,solution,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-building-solutions/energy,https://zhongsai-steelstructure.com/en/steel-building-solutions/energy,EN,"Steel Structure for Energy & Petrochemical Industry | Power Plants, Refineries | ZhongSai",Steel Structure Solutions for Energy & Petrochemical Industry,solution,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-building-solutions/logistics,https://zhongsai-steelstructure.com/en/steel-building-solutions/logistics,EN,Steel Warehouse for Logistics & Distribution Centers | ZhongSai China,Steel Warehouse Solutions for Logistics & Distribution Centers,solution,MERGE_301,/en/steel-warehouse/,https://zhongsai-steelstructure.com/en/steel-warehouse/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-building-solutions/manufacturing,https://zhongsai-steelstructure.com/en/steel-building-solutions/manufacturing,EN,Steel Structure for Manufacturing Industry | Factory Buildings | ZhongSai,Steel Structure Solutions for the Manufacturing Industry,solution,MERGE_301,/en/steel-workshop/,https://zhongsai-steelstructure.com/en/steel-workshop/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-building-solutions/mining,https://zhongsai-steelstructure.com/en/steel-building-solutions/mining,EN,Steel Structure for Mining Industry | Mine Buildings & Conveyors | ZhongSai,Steel Structure Solutions for the Mining Industry,solution,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-building-solutions/public,https://zhongsai-steelstructure.com/en/steel-building-solutions/public,EN,"Steel Structure for Public Buildings | Schools, Hospitals, Gyms | ZhongSai",Steel Structure Solutions for Public & Institutional Buildings,solution,MERGE_301,/en/products/,https://zhongsai-steelstructure.com/en/products/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,MEDIUM,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-car-4s-dealership,https://zhongsai-steelstructure.com/en/steel-car-4s-dealership,EN,Prefab Steel Structure Car 4S Dealership & Brand Store Manufacturer,Prefab Steel Structure Car 4S Dealership,application,MIGRATE_CONTENT,,,Application page (steel-car-4s-dealership); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-car-4s-dealership): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-equipment-platform,https://zhongsai-steelstructure.com/en/steel-equipment-platform,EN,Steel Structure Equipment Platform & Work Platform Manufacturer,Equipment Platform & Custom Steel Engineering,application,MIGRATE_CONTENT,,,Application page (steel-equipment-platform); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,"Application (steel-equipment-platform): niche intent. Long-term growth, not cutover blocker."
/en/steel-exhibition-hall,https://zhongsai-steelstructure.com/en/steel-exhibition-hall,EN,Large Span Steel Structure Exhibition Hall & Convention Center Manufacturer,Large Span Steel Structure Exhibition Hall,application,MIGRATE_CONTENT,,,Application page (steel-exhibition-hall); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-exhibition-hall): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-factory-crane,https://zhongsai-steelstructure.com/en/steel-factory-crane,EN,Prefab Steel Structure Factory Building with Overhead Crane Manufacturer,Prefab Steel Structure Factory with Overhead Crane,application,MIGRATE_CONTENT,,,Application page (steel-factory-crane); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,"Application (steel-factory-crane): niche intent. Long-term growth, not cutover blocker."
/en/steel-hangar,https://zhongsai-steelstructure.com/en/steel-hangar,EN,Steel Structure Hangar & Aircraft Hangar Manufacturer China | ZhongSai,Steel Hangar & Large Span Building Solutions,application,MIGRATE_CONTENT,,,Application page (steel-hangar); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-hangar): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-hospital-building,https://zhongsai-steelstructure.com/en/steel-hospital-building,EN,Prefab Steel Structure Hospital Building Manufacturer China,Hospital & Public Building Steel Structure Solutions,application,MIGRATE_CONTENT,,,Application page (steel-hospital-building); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-hospital-building): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-hotel-restaurant,https://zhongsai-steelstructure.com/en/steel-hotel-restaurant,EN,Prefab Steel Structure Hotel & Restaurant Building Manufacturer,Prefab Steel Structure Hotel & Restaurant,application,MIGRATE_CONTENT,,,Application page (steel-hotel-restaurant); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-hotel-restaurant): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-livestock-barn,https://zhongsai-steelstructure.com/en/steel-livestock-barn,EN,Steel Structures for Agricultural & Special-Use Buildings | ZhongSai,Steel Structures for Agricultural & Special-Use Buildings,application,MIGRATE_CONTENT,,,Application page (steel-livestock-barn); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,"Application (steel-livestock-barn): niche intent. Long-term growth, not cutover blocker."
/en/steel-mining-conveyor,https://zhongsai-steelstructure.com/en/steel-mining-conveyor,EN,Steel Structure Mining Conveyor Corridor & Gallery Manufacturer,Mining Conveyor & Equipment Platform Steel Structure,application,MIGRATE_CONTENT,,,Application page (steel-mining-conveyor); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,"Application (steel-mining-conveyor): niche intent. Long-term growth, not cutover blocker."
/en/steel-mining-factory,https://zhongsai-steelstructure.com/en/steel-mining-factory,EN,Steel Structures for Mining & Heavy Industrial Projects | ZhongSai,Steel Structures for Mining & Heavy Industrial Projects,application,MIGRATE_CONTENT,,,Application page (steel-mining-factory); V2 has only NOINDEX placeholder. Content needs migration before indexable.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P0_CUTOVER,LEGACY_PRESERVED_200,IMPLEMENTED,NO,"Mining factory: V2 page exists but NOINDEX. Old page has real content. Legacy preserve at cutover (keep URL 200 with V2 framework + fact-checked content), then make indexable in 30 days. | P0 implemented in V2-08B: HTTP 200, indexable"
/en/steel-office-building,https://zhongsai-steelstructure.com/en/steel-office-building,EN,Prefab Steel Structure Office Building Manufacturer China,Steel Office Building & Commercial Structure Solutions,application,MIGRATE_CONTENT,,,Application page (steel-office-building); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-office-building): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-residential-villa,https://zhongsai-steelstructure.com/en/steel-residential-villa,EN,Prefab Steel Structure Residential Villa & Apartment Building Manufacturer,Prefab Steel Structure Residential Villa,application,MIGRATE_CONTENT,,,Application page (steel-residential-villa); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,"Application (steel-residential-villa): niche intent. Long-term growth, not cutover blocker."
/en/steel-school-building,https://zhongsai-steelstructure.com/en/steel-school-building,EN,Prefab Steel Structure School Building Manufacturer China,School & Educational Building Steel Structure Solutions,application,MIGRATE_CONTENT,,,Application page (steel-school-building); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-school-building): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-sports-arena,https://zhongsai-steelstructure.com/en/steel-sports-arena,EN,Large Span Steel Structure Sports Arena & Gymnasium Manufacturer,Large Span Steel Structure Sports Arena,application,MIGRATE_CONTENT,,,Application page (steel-sports-arena); no V2 equivalent. Evaluate migration or merge into Products/Workshop/Warehouse.,MEDIUM,P1,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Application (steel-sports-arena): distinct commercial intent, no V2 target. Legacy preserve at cutover, rebuild in 30 days."
/en/steel-supermarket-mall,https://zhongsai-steelstructure.com/en/steel-supermarket-mall,EN,Steel Structures for Commercial & Public Buildings | ZhongSai,Steel Structures for Commercial & Public Buildings,application,MIGRATE_CONTENT,,,Application page (steel-supermarket-mall); V2 has only NOINDEX placeholder. Content needs migration before indexable.,HIGH,P0,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,LEGACY_PRESERVE,YES,NO,"Supermarket/mall: V2 page exists but NOINDEX. Commercial intent but narrower than warehouse/workshop. Legacy preserve at cutover, rebuild properly in 30 days."
/en/steel-warehouse,https://zhongsai-steelstructure.com/en/steel-warehouse,EN,Prefab Steel Warehouse Manufacturer in China | ZhongSai Steel Structure,Steel Warehouse & Logistics Building Solutions,application,KEEP,/en/steel-warehouse/,https://zhongsai-steelstructure.com/en/steel-warehouse/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/steel-warehouse-logistics,https://zhongsai-steelstructure.com/en/steel-warehouse-logistics,EN,Prefab Steel Structure Warehouse & Logistics Center Manufacturer China,Prefab Steel Structure Warehouse & Logistics Center,application,MERGE_301,/en/steel-warehouse/,https://zhongsai-steelstructure.com/en/steel-warehouse/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/steel-workshop,https://zhongsai-steelstructure.com/en/steel-workshop,EN,Steel Structure Workshop & Factory Building Manufacturer China | ZhongSai,Steel Factory & Workshop Building Solutions,application,KEEP,/en/steel-workshop/,https://zhongsai-steelstructure.com/en/steel-workshop/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,KEEP,NO,NO,
/en/steel-workshop-processing,https://zhongsai-steelstructure.com/en/steel-workshop-processing,EN,Prefab Steel Structure Workshop & Processing Plant Manufacturer,Prefab Steel Structure Workshop & Processing Plant,application,MERGE_301,/en/steel-workshop/,https://zhongsai-steelstructure.com/en/steel-workshop/,Thin/category page merged into stronger V2 hub page with same intent,MEDIUM,,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,N/A,SAFE_MERGE,NO,NO,
/en/terms,https://zhongsai-steelstructure.com/en/terms,EN,Terms of Service | ZhongSai Steel Structure,Terms of Service,legal,KEEP,/en/terms/,https://zhongsai-steelstructure.com/en/terms/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/faq,https://zhongsai-steelstructure.com/faq,OTHER,FAQ - Steel Structure Export from China | ZhongSai Steel Structure,Frequently Asked Questions About Steel Structure Export from China,resource,MIGRATE_CONTENT,,,FAQ page; V2 FAQ is NOINDEX placeholder. FAQ content needs migration.,HIGH,P2,NO,UNKNOWN,HIGH,HIGH,USABLE,OK,P1_30_DAYS,P1_30_DAYS,NO,NO,"Unclassified MIGRATE_CONTENT: default P1, review manually."
/landing,https://zhongsai-steelstructure.com/landing,OTHER,免费获取钢结构报价 | 中国工厂直销预制钢结构建筑 - 中赛钢构,中国工厂直销 高端预制钢结构建筑,landing,301_ONE_TO_ONE,/en/,https://zhongsai-steelstructure.com/en/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/privacy,https://zhongsai-steelstructure.com/privacy,OTHER,隐私政策 | 中赛钢构,隐私政策,legal,301_ONE_TO_ONE,/en/privacy/,https://zhongsai-steelstructure.com/en/privacy/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/products,https://zhongsai-steelstructure.com/products,OTHER,钢结构产品中心 | 预制厂房仓库公共民用建筑 - 中赛钢构,钢结构产品 | 工业厂房、仓库、矿业能源建筑,product,301_ONE_TO_ONE,/en/products/,https://zhongsai-steelstructure.com/en/products/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/projects,https://zhongsai-steelstructure.com/projects,OTHER,全球项目案例 | 钢结构材料供应案例 - 中赛钢构,中赛钢构项目案例 | 国内外钢结构工程,project,301_ONE_TO_ONE,/en/projects/,https://zhongsai-steelstructure.com/en/projects/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/shipments,https://zhongsai-steelstructure.com/shipments,OTHER,钢结构出货动态 | 装柜实拍照片 | 中赛钢构,出货动态 — 装柜实拍,other,301_ONE_TO_ONE,/en/export-delivery/,https://zhongsai-steelstructure.com/en/export-delivery/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/solutions,https://zhongsai-steelstructure.com/solutions,OTHER,行业解决方案 | 制造业物流矿业商业农业钢结构 - 中赛钢构,钢结构解决方案 | 按行业需求定制,solution,MIGRATE_CONTENT,,,Solutions hub; V2 solutions is NOINDEX placeholder. Cannot redirect to placeholder.,HIGH,P1,YES,UNKNOWN,MEDIUM,MEDIUM,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Solutions hub: V2 solutions is NOINDEX. Merge to /products/ as closest intent equivalent. Build proper solutions page in 30 days.
/terms,https://zhongsai-steelstructure.com/terms,OTHER,服务条款 | 中赛钢构,服务条款,legal,301_ONE_TO_ONE,/en/terms/,https://zhongsai-steelstructure.com/en/terms/,Path changed but same search intent; V2 has equivalent page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,301_ONE_TO_ONE,NO,NO,
/zh,https://zhongsai-steelstructure.com/zh/,ZH,中赛钢构｜钢结构设计、深化、制造与全球出口交付,让钢结构项目从图纸走向现场,homepage,KEEP,/zh/,https://zhongsai-steelstructure.com/zh/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/about,https://zhongsai-steelstructure.com/zh/about,ZH,关于中赛钢构 | 钢结构设计深化制造出口制造商 - 中赛钢构,关于中赛钢构,about,KEEP,/zh/about/,https://zhongsai-steelstructure.com/zh/about/,Path and search intent identical to V2 page,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,KEEP,NO,NO,
/zh/blog,https://zhongsai-steelstructure.com/zh/blog/,ZH,钢结构博客 | 行业洞察、指南和成本分析 - 中赛钢构,Steel Structure Insights & Buying Guides,blog,MIGRATE_CONTENT,,,Blog hub; V2 has no blog system. High SEO traffic asset.,HIGH,P0,YES,UNKNOWN,HIGH,MEDIUM,USABLE,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,"Blog cluster: Other Blog | Low intent/other: drop candidate, review before 410"
/zh/blog/astm-vs-gb-steel-grades-comparison,https://zhongsai-steelstructure.com/zh/blog/astm-vs-gb-steel-grades-comparison,ZH,ASTM vs GB钢材牌号完全对比：钢结构出口选材指南,ASTM vs GB钢材牌号完全对比：钢结构出口选材指南,blog,MIGRATE_CONTENT,,,Blog article (astm-vs-gb-steel-grades-comparison); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,Blog cluster: Corrosion & Materials | Medium intent technical guide: long-term growth
/zh/blog/gangjiegou-anzhuang-zhinan-haiwai,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-anzhuang-zhinan-haiwai,ZH,海外钢结构安装完整指南：从基础验收到竣工验收的技术实操手册,海外钢结构安装完整指南：从基础验收到竣工验收的技术实操手册,blog,MIGRATE_CONTENT,,,Blog article (gangjiegou-anzhuang-zhinan-haiwai); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,Blog cluster: Installation Guide | Medium intent technical guide: long-term growth
/zh/blog/gangjiegou-cangku-zaojia-2026,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-cangku-zaojia-2026,ZH,,,blog,GONE_410_CANDIDATE,,,Already returns 404 on old site; no live content to migrate,HIGH,,NO,UNKNOWN,LOW,MEDIUM,USABLE,OK,N/A,GONE_410_CANDIDATE,NO,NO,
/zh/blog/gangjiegou-cangku-zaojia-duoshaoqian,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-cangku-zaojia-duoshaoqian,ZH,钢结构仓库造价多少钱一平方？2026年完整价格拆解与省钱指南,钢结构仓库造价多少钱一平方？2026年完整价格拆解与省钱指南,blog,MIGRATE_CONTENT,,,Blog article (gangjiegou-cangku-zaojia-duoshaoqian); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Warehouse Cost | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/gangjiegou-changfang-zaojia-zhinan,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan,ZH,钢结构厂房造价完整指南：2026年吊车配置、跨度与成本深度分析,钢结构厂房造价完整指南：2026年吊车配置、跨度与成本深度分析,blog,MIGRATE_CONTENT,,,Blog article (gangjiegou-changfang-zaojia-zhinan); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Workshop Cost | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/gangjiegou-chukou-feizhou-quanliucheng,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-chukou-feizhou-quanliucheng,ZH,钢结构出口非洲完整流程：从询价到安装指导的全链路实操指南,钢结构出口非洲完整流程：从询价到安装指导的全链路实操指南,blog,MIGRATE_CONTENT,,,Blog article (gangjiegou-chukou-feizhou-quanliucheng); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P1,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Import from China | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/gangjiegou-vs-hunningtu-chengben-duibi,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-vs-hunningtu-chengben-duibi,ZH,钢结构vs混凝土：2026年全生命周期成本、速度与适用场景深度对比,钢结构vs混凝土：2026年全生命周期成本、速度与适用场景深度对比,blog,MIGRATE_CONTENT,,,Blog article (gangjiegou-vs-hunningtu-chengben-duibi); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,LOW,MEDIUM,USABLE,OK,P2_GROWTH,P2_GROWTH,NO,NO,Blog cluster: Steel vs Concrete | Medium intent technical guide: long-term growth
/zh/blog/how-much-does-steel-structure-warehouse-cost,https://zhongsai-steelstructure.com/zh/blog/how-much-does-steel-structure-warehouse-cost,ZH,钢结构仓库造价完整解析：从材料到海运的全成本指南,钢结构仓库造价完整解析：从材料到海运的全成本指南,blog,MIGRATE_CONTENT,,,Blog article (how-much-does-steel-structure-warehouse-cost); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,STRONG,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Warehouse Cost | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/how-to-buy-steel-buildings-from-china,https://zhongsai-steelstructure.com/zh/blog/how-to-buy-steel-buildings-from-china,ZH,如何从中国采购钢结构建筑：2026年完整买家指南,如何从中国采购钢结构建筑：2026年完整买家指南,blog,MIGRATE_CONTENT,,,Blog article (how-to-buy-steel-buildings-from-china); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P1,YES,UNKNOWN,HIGH,MEDIUM,USABLE,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,"Blog cluster: Other Blog | Low intent/other: drop candidate, review before 410"
/zh/blog/how-to-choose-steel-structure-manufacturer-china,https://zhongsai-steelstructure.com/zh/blog/how-to-choose-steel-structure-manufacturer-china,ZH,如何选择中国钢结构厂家：2026年海外买家完整评估指南,如何选择中国钢结构厂家：2026年海外买家完整评估指南,blog,MIGRATE_CONTENT,,,Blog article (how-to-choose-steel-structure-manufacturer-china); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,HIGH,USABLE,OK,P2_GROWTH,DROP_CANDIDATE,NO,NO,"Blog cluster: Other Blog | Low intent/other: drop candidate, review before 410"
/zh/blog/how-to-import-steel-structure-from-china-complete-guide,https://zhongsai-steelstructure.com/zh/blog/how-to-import-steel-structure-from-china-complete-guide,ZH,从中国进口钢结构完全指南：2026年最新流程与注意事项,从中国进口钢结构完全指南：2026年最新流程与注意事项,blog,MIGRATE_CONTENT,,,Blog article (how-to-import-steel-structure-from-china-complete-guide); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,MEDIUM,USABLE,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Import from China | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
/zh/blog/shipping-cost-steel-structure-from-china,https://zhongsai-steelstructure.com/zh/blog/shipping-cost-steel-structure-from-china,ZH,钢结构海运费完全指南：2026年全球航线价格与省钱技巧,钢结构海运费完全指南：2026年全球航线价格与省钱技巧,blog,MIGRATE_CONTENT,,,Blog article (shipping-cost-steel-structure-from-china); V2 has no blog system. Evaluate for migration or new landing page.,HIGH,P0,YES,UNKNOWN,HIGH,MEDIUM,STRONG,OK,P1_30_DAYS,SAFE_MERGE,NO,NO,Blog cluster: Shipping & Container | Secondary/cannibalization URL: merge to primary EN URL or rebuild ZH version in 30 days
